6.499983331384910912e-01 5.219456770864064898e-01 5.380016569149582706e-01 4.894153478707390370e-01 5.654462846561745248e-01 2.072735687958912225e+06
5.703560695606170183e-01 5.591959219157974781e-01 6.792228123988953703e-01 5.028446918675123500e-01 6.513045936429535665e-01 1.480671593377251644e+06
4.969466095717742227e-01 6.100072394026098133e-01 5.566536790638954013e-01 6.411151458157194893e-01 6.722155439014536604e-01 1.040567274059439427e+06
4.757424409361707407e-01 7.240582783486460006e-01 5.684226676943598955e-01 6.363504404053393904e-01 6.895396711188379602e-01 1.448049004403240047e+06
6.707185007644903552e-01 8.062704928935119364e-01 7.045329143539917904e-01 8.237376936513919334e-01 7.426204516007426371e-01 2.161773443599057384e+06
7.226624459686570301e-01 7.031286044626657850e-01 4.578780693883461872e-01 8.786554687985115297e-01 7.279428122767397369e-01 2.147842755457968917e+06
6.889920296961682400e-01 6.668609584273837987e-01 4.391310639596399668e-01 7.000943844314994058e-01 6.261470855619553078e-01 3.182595174861375242e+06
7.532588284300297810e-01 5.694416155988103467e-01 4.776947276000657605e-01 5.380627207751912389e-01 6.352964814294678186e-01 4.034190325589506421e+06
7.696567574948324220e-01 4.831426709485749371e-01 5.867125696096583409e-01 7.143687995516473377e-01 7.184764184836877066e-01 5.789267582196155563e+06
7.074932791374114460e-01 2.327026178136290535e-01 5.755535983962684066e-01 5.962863597581811170e-01 8.181286834076698655e-01 5.437473895624258555e+06
7.264136733800912182e-01 2.828012375050486527e-01 4.198249048371814340e-01 5.430955431519940424e-01 9.764813531879917852e-01 4.106093712545839604e+06
6.714494285935134199e-01 3.676878523599180770e-01 3.728475164211285664e-01 5.790163075037357832e-01 9.826765071682401764e-01 4.808262656711824238e+06
7.309344476686322478e-01 3.508211858498478941e-01 3.998839420666546185e-01 5.102120997404393510e-01 1.014539930803970202e+00 3.428893419586712960e+06
6.790601148887323024e-01 4.575575752335670487e-01 3.720214542940403213e-01 4.791074794717421481e-01 1.107934226956180268e+00 4.185611221869311761e+06
7.357892612081028405e-01 4.244866607259940028e-01 4.441082211842324878e-01 4.438838508549711181e-01 1.076662724841186192e+00 2.120328803183471784e+06
5.604135023320826470e-01 5.386464984256560395e-01 5.753676454143697994e-01 5.145581361944229215e-01 1.135823093069625589e+00 3.659374064316304401e+06
6.798763626310535546e-01 4.368651458269365295e-01 7.785613748294604175e-01 4.597720748193643292e-01 1.103875411598357781e+00 3.588402298525400460e+06
6.907464363533293294e-01 4.570509816532101754e-01 7.493766416221528948e-01 5.129097676828231478e-01 1.008961301031986890e+00 3.103049082549325656e+06
6.762273669825913380e-01 5.050142631473454324e-01 6.383902956043800980e-01 5.733874997350358882e-01 1.044074964604135625e+00 2.070104047960750759e+06
5.068978741659699860e-01 4.937406311463397035e-01 6.522574842581575494e-01 5.034107153429620007e-01 1.247924197963127924e+00 2.502843350737748668e+06
5.840440494555986239e-01 4.977198564422967153e-01 6.767132738277724657e-01 3.941395301177207378e-01 1.242549758042508889e+00 2.176620678478914779e+06
5.617743812350475263e-01 5.279068859139510739e-01 6.391785190417016427e-01 3.077217394216262281e-01 1.218311938961431418e+00 2.158310529728993308e+06
4.257746062494118799e-01 3.917260261842215319e-01 7.040891103418962516e-01 2.715204688131656052e-01 1.164800584157151375e+00 2.265941015380816534e+06
3.662438549550793288e-01 3.092150860898871256e-01 6.092087410726435559e-01 1.261064988505123108e-01 1.146570451249763201e+00 2.186774081575873774e+06
4.088508347638669105e-01 3.652713838477367192e-01 4.614056771182628025e-01 1.874919405884828416e-01 1.184641480041753292e+00 2.375666111550135538e+06
3.603298989408195707e-01 2.827443308473630013e-01 3.631430205081472296e-01 2.178908194847708479e-01 9.799556884358728848e-01 1.735427519567673560e+06
3.138105959502722753e-01 3.550079777646998336e-01 2.935712388739372125e-01 3.263236390067473236e-01 8.800359160623467680e-01 3.953768222896120511e+06
5.393870721854663319e-01 2.485830999959094678e-01 4.309529869433804117e-01 2.115806731042988442e-01 8.668257846931747279e-01 4.237815841079770587e+06
5.446661279850953941e-01 2.210453864110676625e-01 3.949021147983203250e-01 2.769897976100376136e-01 8.740559735011678155e-01 6.499288974312223494e+06
6.955574527159927856e-01 1.508383765204850957e-01 4.074940916779272171e-01 2.343972488472895743e-01 8.260912577877889129e-01 4.698278992367791012e+06
